# id	category	locale	text	aliases
# Bilingual corpus. English is the universal fallback; Spanish is used for es locales.
country_151	countries	en	RUSSIA	
country_152	countries	en	SAMOA	
country_153	countries	en	SAINT KITTS AND NEVIS	
country_154	countries	en	SAN MARINO	
country_155	countries	en	SAINT VINCENT AND THE GRENADINES	
country_156	countries	en	SAINT LUCIA	
country_157	countries	en	SAO TOME AND PRINCIPE	
country_158	countries	en	SENEGAL	
country_159	countries	en	SERBIA	
country_160	countries	en	SEYCHELLES	
country_161	countries	en	SIERRA LEONE	
country_162	countries	en	SINGAPORE	
country_163	countries	en	SYRIA	
country_164	countries	en	SOMALIA	
country_165	countries	en	SRI LANKA	
country_166	countries	en	SOUTH AFRICA	
country_167	countries	en	SUDAN	
country_168	countries	en	SOUTH SUDAN	
country_169	countries	en	SWEDEN	
country_170	countries	en	SWITZERLAND	
country_171	countries	en	SURINAME	
country_172	countries	en	THAILAND	
country_173	countries	en	TANZANIA	
country_174	countries	en	TAJIKISTAN	
country_175	countries	en	EAST TIMOR	
country_176	countries	en	TOGO	
country_177	countries	en	TONGA	
country_178	countries	en	TRINIDAD AND TOBAGO	
country_179	countries	en	TUNISIA	
country_180	countries	en	TURKMENISTAN	
country_181	countries	en	TURKEY	
country_182	countries	en	TUVALU	
country_183	countries	en	UKRAINE	
country_184	countries	en	UGANDA	
country_185	countries	en	URUGUAY	
country_186	countries	en	UZBEKISTAN	
country_187	countries	en	VANUATU	
country_188	countries	en	VATICAN CITY	
country_189	countries	en	VENEZUELA	
country_190	countries	en	VIETNAM	
country_191	countries	en	YEMEN	
country_192	countries	en	DJIBOUTI	
country_193	countries	en	ZAMBIA	
country_194	countries	en	ZIMBABWE	
country_195	countries	en	CZECHIA	
city_001	cities	en	BUENOS AIRES	
city_002	cities	en	CORDOBA	
city_003	cities	en	ROSARIO	
city_004	cities	en	MENDOZA	
city_005	cities	en	MAR DEL PLATA	
city_006	cities	en	BARILOCHE	
city_007	cities	en	MONTEVIDEO	
city_008	cities	en	SANTIAGO	
city_009	cities	en	VALPARAISO	
city_010	cities	en	ASUNCION	
city_011	cities	en	LA PAZ	
city_012	cities	en	SANTA CRUZ	
city_013	cities	en	LIMA	
city_014	cities	en	CUSCO	
city_015	cities	en	SÃO PAULO	
city_016	cities	en	RIO DE JANEIRO	
city_017	cities	en	BRASILIA	
city_018	cities	en	SALVADOR	
city_019	cities	en	PORTO ALEGRE	
city_020	cities	en	BOGOTA	
city_021	cities	en	MEDELLIN	
city_022	cities	en	CARTAGENA	
city_023	cities	en	CALI	
city_024	cities	en	QUITO	
city_025	cities	en	GUAYAQUIL	
city_026	cities	en	CARACAS	
city_027	cities	en	MEXICO CITY	
city_028	cities	en	GUADALAJARA	
city_029	cities	en	MONTERREY	
city_030	cities	en	CANCUN	
city_031	cities	en	PANAMA CITY	
city_032	cities	en	SAN JOSE	
city_033	cities	en	GUATEMALA CITY	
city_034	cities	en	SAN SALVADOR	
city_035	cities	en	TEGUCIGALPA	
city_036	cities	en	MANAGUA	
city_037	cities	en	HAVANA	
city_038	cities	en	SANTO DOMINGO	
city_039	cities	en	SAN JUAN	
city_040	cities	en	KINGSTON	
city_041	cities	en	NEW YORK	
city_042	cities	en	LOS ANGELES	
city_043	cities	en	CHICAGO	
city_044	cities	en	MIAMI	
city_045	cities	en	BOSTON	
city_046	cities	en	SAN FRANCISCO	
city_047	cities	en	LAS VEGAS	
city_048	cities	en	WASHINGTON	
city_049	cities	en	SEATTLE	
city_050	cities	en	NEW ORLEANS	
city_051	cities	en	TORONTO	
city_052	cities	en	MONTREAL	
city_053	cities	en	VANCOUVER	
city_054	cities	en	OTTAWA	
city_055	cities	en	MADRID	
city_056	cities	en	BARCELONA	
city_057	cities	en	SEVILLE	
city_058	cities	en	VALENCIA	
city_059	cities	en	BILBAO	
city_060	cities	en	MALAGA	
city_061	cities	en	LISBON	
city_062	cities	en	PORTO	
city_063	cities	en	PARIS	
city_064	cities	en	LONDON	
city_065	cities	en	MANCHESTER	
city_066	cities	en	LIVERPOOL	
city_067	cities	en	EDINBURGH	
city_068	cities	en	DUBLIN	
city_069	cities	en	ROME	
city_070	cities	en	MILAN	
city_071	cities	en	VENICE	
city_072	cities	en	FLORENCE	
city_073	cities	en	NAPLES	
city_074	cities	en	TURIN	
city_075	cities	en	BERLIN	
city_076	cities	en	MUNICH	
city_077	cities	en	HAMBURG	
city_078	cities	en	FRANKFURT	
city_079	cities	en	COLOGNE	
city_080	cities	en	AMSTERDAM	
city_081	cities	en	BRUSSELS	
city_082	cities	en	LUXEMBOURG	
city_083	cities	en	ZURICH	
city_084	cities	en	GENEVA	
city_085	cities	en	VIENNA	
city_086	cities	en	PRAGUE	
city_087	cities	en	WARSAW	
city_088	cities	en	KRAKOW	
city_089	cities	en	BUDAPEST	
city_090	cities	en	ATHENS	
city_091	cities	en	ISTANBUL	
city_092	cities	en	COPENHAGEN	
city_093	cities	en	STOCKHOLM	
city_094	cities	en	OSLO	
city_095	cities	en	HELSINKI	
city_096	cities	en	REYKJAVIK	
city_097	cities	en	BELGRADE	
city_098	cities	en	ZAGREB	
city_099	cities	en	DUBROVNIK	
city_100	cities	en	SOFIA	
city_101	cities	en	BUCHAREST	
city_102	cities	en	MOSCOW	
city_103	cities	en	SAINT PETERSBURG	
city_104	cities	en	DUBAI	
city_105	cities	en	ABU DHABI	
city_106	cities	en	DOHA	
city_107	cities	en	JERUSALEM	
city_108	cities	en	TEL AVIV	
city_109	cities	en	RIYADH	
city_110	cities	en	TEHRAN	
city_111	cities	en	BAGHDAD	
city_112	cities	en	CAIRO	
city_113	cities	en	ALEXANDRIA	
city_114	cities	en	CASABLANCA	
city_115	cities	en	MARRAKECH	
city_116	cities	en	TUNIS	
city_117	cities	en	ALGIERS	
city_118	cities	en	CAPE TOWN	
city_119	cities	en	JOHANNESBURG	
city_120	cities	en	NAIROBI	
city_121	cities	en	ADDIS ABABA	
city_122	cities	en	DAKAR	
city_123	cities	en	LAGOS	
city_124	cities	en	ACCRA	
city_125	cities	en	TOKYO	
city_126	cities	en	OSAKA	
city_127	cities	en	KYOTO	
city_128	cities	en	SEOUL	
city_129	cities	en	BEIJING	
city_130	cities	en	SHANGHAI	
city_131	cities	en	HONG KONG	
city_132	cities	en	TAIPEI	
city_133	cities	en	BANGKOK	
city_134	cities	en	SINGAPORE	
city_135	cities	en	KUALA LUMPUR	
city_136	cities	en	JAKARTA	
city_137	cities	en	MANILA	
city_138	cities	en	HANOI	
city_139	cities	en	HO CHI MINH	
city_140	cities	en	NEW DELHI	
city_141	cities	en	MUMBAI	
city_142	cities	en	BANGALORE	
city_143	cities	en	KATHMANDU	
city_144	cities	en	COLOMBO	
city_145	cities	en	SYDNEY	
city_146	cities	en	MELBOURNE	
city_147	cities	en	BRISBANE	
city_148	cities	en	PERTH	
city_149	cities	en	AUCKLAND	
city_150	cities	en	WELLINGTON	
car_brand_001	car_brands	en	ABARTH	
car_brand_002	car_brands	en	ALFA ROMEO	
car_brand_003	car_brands	en	ALPINE	
car_brand_004	car_brands	en	ASTON MARTIN	
car_brand_005	car_brands	en	AUDI	
car_brand_006	car_brands	en	BENTLEY	
car_brand_007	car_brands	en	BMW	
car_brand_008	car_brands	en	BUICK	
car_brand_009	car_brands	en	BYD	
car_brand_010	car_brands	en	CADILLAC	
car_brand_011	car_brands	en	CHEVROLET	
car_brand_012	car_brands	en	CHRYSLER	
car_brand_013	car_brands	en	CITROËN	
car_brand_014	car_brands	en	CUPRA	
car_brand_015	car_brands	en	DACIA	
car_brand_016	car_brands	en	DAIHATSU	
car_brand_017	car_brands	en	DODGE	
car_brand_018	car_brands	en	FERRARI	
car_brand_019	car_brands	en	FIAT	
car_brand_020	car_brands	en	FORD	
car_brand_021	car_brands	en	GENESIS	
car_brand_022	car_brands	en	GMC	
car_brand_023	car_brands	en	HONDA	
car_brand_024	car_brands	en	HUMMER	
car_brand_025	car_brands	en	HYUNDAI	
car_brand_026	car_brands	en	INFINITI	
car_brand_027	car_brands	en	ISUZU	
car_brand_028	car_brands	en	JAGUAR	
car_brand_029	car_brands	en	JEEP	
car_brand_030	car_brands	en	KIA	
car_brand_031	car_brands	en	LAMBORGHINI	
car_brand_032	car_brands	en	LANCIA	
car_brand_033	car_brands	en	LAND ROVER	
car_brand_034	car_brands	en	LEXUS	
car_brand_035	car_brands	en	LINCOLN	
car_brand_036	car_brands	en	LOTUS	
car_brand_037	car_brands	en	MASERATI	
car_brand_038	car_brands	en	MAZDA	
car_brand_039	car_brands	en	MCLAREN	
car_brand_040	car_brands	en	MERCEDES-BENZ	
car_brand_041	car_brands	en	MINI	
car_brand_042	car_brands	en	MITSUBISHI	
car_brand_043	car_brands	en	NISSAN	
car_brand_044	car_brands	en	OPEL	
car_brand_045	car_brands	en	PAGANI	
car_brand_046	car_brands	en	PEUGEOT	
car_brand_047	car_brands	en	POLESTAR	
car_brand_048	car_brands	en	PONTIAC	
car_brand_049	car_brands	en	PORSCHE	
car_brand_050	car_brands	en	RAM	
car_brand_051	car_brands	en	RENAULT	
car_brand_052	car_brands	en	ROLLS-ROYCE	
car_brand_053	car_brands	en	SAAB	
car_brand_054	car_brands	en	SEAT	
car_brand_055	car_brands	en	ŠKODA	
car_brand_056	car_brands	en	SMART	
car_brand_057	car_brands	en	SUBARU	
car_brand_058	car_brands	en	SUZUKI	
car_brand_059	car_brands	en	TESLA	
car_brand_060	car_brands	en	TOYOTA	
car_brand_061	car_brands	en	VOLKSWAGEN	
car_brand_062	car_brands	en	VOLVO	
rock_band_001	rock_bands	en	THE BEATLES	
rock_band_002	rock_bands	en	THE ROLLING STONES	
rock_band_003	rock_bands	en	LED ZEPPELIN	
rock_band_004	rock_bands	en	PINK FLOYD	
rock_band_005	rock_bands	en	QUEEN	
rock_band_006	rock_bands	en	THE WHO	
rock_band_007	rock_bands	en	THE DOORS	
rock_band_008	rock_bands	en	DEEP PURPLE	
rock_band_009	rock_bands	en	BLACK SABBATH	
rock_band_010	rock_bands	en	AEROSMITH	
rock_band_011	rock_bands	en	KISS	
rock_band_012	rock_bands	en	AC/DC	
rock_band_013	rock_bands	en	FLEETWOOD MAC	
rock_band_014	rock_bands	en	EAGLES	
rock_band_015	rock_bands	en	DIRE STRAITS	
rock_band_016	rock_bands	en	GENESIS	
rock_band_017	rock_bands	en	YES	
rock_band_018	rock_bands	en	RUSH	
rock_band_019	rock_bands	en	JOURNEY	
rock_band_020	rock_bands	en	FOREIGNER	
rock_band_021	rock_bands	en	BOSTON	
rock_band_022	rock_bands	en	TOTO	
rock_band_023	rock_bands	en	SUPERTRAMP	
rock_band_024	rock_bands	en	ELECTRIC LIGHT ORCHESTRA	
rock_band_025	rock_bands	en	LYNYRD SKYNYRD	
rock_band_026	rock_bands	en	ZZ TOP	
rock_band_027	rock_bands	en	VAN HALEN	
rock_band_028	rock_bands	en	DEF LEPPARD	
rock_band_029	rock_bands	en	BON JOVI	
rock_band_030	rock_bands	en	GUNS N' ROSES	
rock_band_031	rock_bands	en	METALLICA	
rock_band_032	rock_bands	en	IRON MAIDEN	
rock_band_033	rock_bands	en	JUDAS PRIEST	
rock_band_034	rock_bands	en	SCORPIONS	
rock_band_035	rock_bands	en	MOTÖRHEAD	
rock_band_036	rock_bands	en	MEGADETH	
rock_band_037	rock_bands	en	SLAYER	
rock_band_038	rock_bands	en	ANTHRAX	
rock_band_039	rock_bands	en	PANTERA	
rock_band_040	rock_bands	en	SEPULTURA	
rock_band_041	rock_bands	en	DREAM THEATER	
rock_band_042	rock_bands	en	EUROPE	
rock_band_043	rock_bands	en	WHITESNAKE	
rock_band_044	rock_bands	en	MÖTLEY CRÜE	
rock_band_045	rock_bands	en	POISON	
rock_band_046	rock_bands	en	TWISTED SISTER	
rock_band_047	rock_bands	en	SKID ROW	
rock_band_048	rock_bands	en	ALICE IN CHAINS	
rock_band_049	rock_bands	en	SOUNDGARDEN	
rock_band_050	rock_bands	en	PEARL JAM	
rock_band_051	rock_bands	en	NIRVANA	
rock_band_052	rock_bands	en	FOO FIGHTERS	
rock_band_053	rock_bands	en	STONE TEMPLE PILOTS	
rock_band_054	rock_bands	en	RED HOT CHILI PEPPERS	
rock_band_055	rock_bands	en	THE SMASHING PUMPKINS	
rock_band_056	rock_bands	en	RADIOHEAD	
rock_band_057	rock_bands	en	OASIS	
rock_band_058	rock_bands	en	BLUR	
rock_band_059	rock_bands	en	PULP	
rock_band_060	rock_bands	en	THE VERVE	
rock_band_061	rock_bands	en	MUSE	
rock_band_062	rock_bands	en	COLDPLAY	
rock_band_063	rock_bands	en	ARCTIC MONKEYS	
rock_band_064	rock_bands	en	THE STROKES	
rock_band_065	rock_bands	en	THE KILLERS	
rock_band_066	rock_bands	en	KINGS OF LEON	
rock_band_067	rock_bands	en	FRANZ FERDINAND	
rock_band_068	rock_bands	en	LINKIN PARK	
rock_band_069	rock_bands	en	GREEN DAY	
rock_band_070	rock_bands	en	THE OFFSPRING	
rock_band_071	rock_bands	en	BLINK 182	
rock_band_072	rock_bands	en	SUM 41	
rock_band_073	rock_bands	en	PARAMORE	
rock_band_074	rock_bands	en	EVANESCENCE	
rock_band_075	rock_bands	en	GARBAGE	
rock_band_076	rock_bands	en	NO DOUBT	
rock_band_077	rock_bands	en	WEEZER	
rock_band_078	rock_bands	en	R.E.M.	
rock_band_079	rock_bands	en	U2	
rock_band_080	rock_bands	en	THE CURE	
rock_band_081	rock_bands	en	DEPECHE MODE	
rock_band_082	rock_bands	en	NEW ORDER	
rock_band_083	rock_bands	en	JOY DIVISION	
rock_band_084	rock_bands	en	THE SMITHS	
rock_band_085	rock_bands	en	TALKING HEADS	
rock_band_086	rock_bands	en	BLONDIE	
rock_band_087	rock_bands	en	RAMONES	
rock_band_088	rock_bands	en	THE CLASH	
rock_band_089	rock_bands	en	SEX PISTOLS	
rock_band_090	rock_bands	en	DEAD KENNEDYS	
rock_band_091	rock_bands	en	PIXIES	
rock_band_092	rock_bands	en	SONIC YOUTH	
rock_band_093	rock_bands	en	JANE'S ADDICTION	
rock_band_094	rock_bands	en	RAGE AGAINST THE MACHINE	
rock_band_095	rock_bands	en	SYSTEM OF A DOWN	
rock_band_096	rock_bands	en	KORN	
rock_band_097	rock_bands	en	LIMP BIZKIT	
rock_band_098	rock_bands	en	SLIPKNOT	
rock_band_099	rock_bands	en	TOOL	
rock_band_100	rock_bands	en	NINE INCH NAILS	
rock_band_101	rock_bands	en	FAITH NO MORE	
rock_band_102	rock_bands	en	PRIMUS	
rock_band_103	rock_bands	en	THE BLACK KEYS	
rock_band_104	rock_bands	en	THE WHITE STRIPES	
rock_band_105	rock_bands	en	PLACEBO	
rock_band_106	rock_bands	en	INTERPOL	
rock_band_107	rock_bands	en	THE CRANBERRIES	
rock_band_108	rock_bands	en	THE POLICE	
rock_band_109	rock_bands	en	SODA STEREO	
rock_band_110	rock_bands	en	VIRUS	
rock_band_111	rock_bands	en	SUMO	
rock_band_112	rock_bands	en	LOS REDONDOS	
rock_band_113	rock_bands	en	DIVIDIDOS	
rock_band_114	rock_bands	en	LAS PELOTAS	
rock_band_115	rock_bands	en	BABASÓNICOS	
rock_band_116	rock_bands	en	LOS PIOJOS	
rock_band_117	rock_bands	en	LA RENGA	
rock_band_118	rock_bands	en	BERSUIT VERGARABAT	
rock_band_119	rock_bands	en	CATUPECU MACHU	
rock_band_120	rock_bands	en	LOS FABULOSOS CADILLACS	
rock_band_121	rock_bands	en	ENANITOS VERDES	
rock_band_122	rock_bands	en	RATA BLANCA	
rock_band_123	rock_bands	en	AIRBAG	
rock_band_124	rock_bands	en	HÉROES DEL SILENCIO	
rock_band_125	rock_bands	en	EXTREMODURO	
rock_band_126	rock_bands	en	MAGO DE OZ	
rock_band_127	rock_bands	en	BARÓN ROJO	
rock_band_128	rock_bands	en	LOS RODRÍGUEZ	
rock_band_129	rock_bands	en	DUNCAN DHU	
rock_band_130	rock_bands	en	MANÁ	
rock_band_131	rock_bands	en	CAFÉ TACVBA	
rock_band_132	rock_bands	en	MOLOTOV	
rock_band_133	rock_bands	en	ATERCIOPELADOS	
rock_band_134	rock_bands	en	LOS PRISIONEROS	
rock_band_135	rock_bands	en	LOS BUNKERS	
rock_band_136	rock_bands	en	LA LEY	
rock_band_137	rock_bands	en	ZOÉ	
rock_band_138	rock_bands	en	CAIFANES	
rock_band_139	rock_bands	en	LOS TRES	
rock_band_140	rock_bands	en	LEGIÃO URBANA	
rock_band_141	rock_bands	en	TITÃS	
